"stid"|"schema_name"|"function_name"|"parameter_name"|"parameter_description"|"reporting_level"|"source"|"rest"|"xls_template"|"progress_code"|"xls_column_name_lv_1"|"xls_column_name_lv_2"
805|"landcover"|"get_wdpa_lc_esa"|"color"|"The legend color code (RGB) for the LC class, as described at: http://maps.elie.ucl.ac.be/CCI/viewer/ "|NULL|"extended"|True|NULL|NULL|NULL|NULL
805|"landcover"|"get_wdpa_lc_esa"|"label"|"The legend label for the LC class, as described at: http://maps.elie.ucl.ac.be/CCI/viewer/ "|NULL|"extended"|True|NULL|NULL|NULL|NULL
805|"landcover"|"get_wdpa_lc_esa"|"lc_class"|"The numeric code for the LC class, as described at: http://maps.elie.ucl.ac.be/CCI/viewer/"|NULL|"extended"|True|NULL|NULL|NULL|NULL
805|"landcover"|"get_wdpa_lc_esa"|"percent"|"The percentage cover of the LC class within the whole Protected area."|NULL|"extended"|True|NULL|NULL|NULL|NULL
901|"administrative_units"|"get_country_all_inds"|"lpd_increased_km2"|"Changes between first and last epochs in the health and productive capacity of the land."|"CL"|"dopa"|True|True|1|"Land Degradation"|"Increased Productivity (km2)"
901|"administrative_units"|"get_country_all_inds"|"lpd_moderate_km2"|"Changes between first and last epochs in the health and productive capacity of the land."|"CL"|"dopa"|True|True|1|"Land Degradation"|"Persistent moderate decline in productivity (km2)"
901|"administrative_units"|"get_country_all_inds"|"lpd_null_km2"|"Changes between first and last epochs in the health and productive capacity of the land."|"CL"|"dopa"|True|True|1|"Land Degradation"|"No biomass (km2)"
901|"administrative_units"|"get_country_all_inds"|"lpd_prot_increased_km2"|"Changes between first and last epochs in the health and productive capacity of protected land."|"CL"|"dopa"|True|False|1|NULL|NULL
901|"administrative_units"|"get_country_all_inds"|"lpd_prot_moderate_km2"|"Changes between first and last epochs in the health and productive capacity of protected land."|"CL"|"dopa"|True|False|1|NULL|NULL
901|"administrative_units"|"get_country_all_inds"|"lpd_prot_null_km2"|"Changes between first and last epochs in the health and productive capacity of protected land."|"CL"|"dopa"|True|False|1|NULL|NULL
901|"administrative_units"|"get_country_all_inds"|"lpd_prot_severe_km2"|"Changes between first and last epochs in the health and productive capacity of protected land."|"CL"|"dopa"|True|False|1|NULL|NULL
901|"administrative_units"|"get_country_all_inds"|"lpd_prot_stable_km2"|"Changes between first and last epochs in the health and productive capacity of protected land."|"CL"|"dopa"|True|False|1|NULL|NULL
901|"administrative_units"|"get_country_all_inds"|"lpd_prot_stressed_km2"|"Changes between first and last epochs in the health and productive capacity of protected land."|"CL"|"dopa"|True|False|1|NULL|NULL
901|"administrative_units"|"get_country_all_inds"|"lpd_severe_km2"|"Changes between first and last epochs in the health and productive capacity of the land."|"CL"|"dopa"|True|True|1|"Land Degradation"|"Persistent severe decline in productivity (km2)"
901|"administrative_units"|"get_country_all_inds"|"lpd_stable_km2"|"Changes between first and last epochs in the health and productive capacity of the land."|"CL"|"dopa"|True|True|1|"Land Degradation"|"Stable Productivity (km2)"
901|"administrative_units"|"get_country_all_inds"|"lpd_stressed_km2"|"Changes between first and last epochs in the health and productive capacity of the land."|"CL"|"dopa"|True|True|1|"Land Degradation"|"Stressed productivity (km2)"
901|"administrative_units"|"get_region_aggregated_inds"|"lpd_moderate_km2"|"Moderate decline area (World Atlas of Desertification: Land Productivity Dynamics) in Km2"|NULL|"extended"|True|NULL|NULL|NULL|NULL
901|"administrative_units"|"get_region_aggregated_inds"|"lpd_severe_km2"|"Severe decline area (World Atlas of Desertification: Land Productivity Dynamics) in Km2"|NULL|"extended"|True|NULL|NULL|NULL|NULL
901|"administrative_units"|"get_region_aggregated_inds"|"lpd_stressed_km2"|"Stressed decline area (World Atlas of Desertification: Land Productivity Dynamics) in Km2"|NULL|"extended"|True|NULL|NULL|NULL|NULL
901|"administrative_units"|"get_region_aggregated_inds"|"total_lpd_degraded_perc"|"percentage of land which is degraded (Severe+Moderate+Stressed; World Atlas of Desertification: Land Productivity Dynamics)"|NULL|"extended"|True|NULL|NULL|NULL|NULL
901|"administrative_units"|"get_region_all_inds"|"lpd_increased_km2"|"Changes between first and last epochs in the health and productive capacity of the land."|"CL"|"dopa"|True|NULL|1|NULL|NULL
901|"administrative_units"|"get_region_all_inds"|"lpd_moderate_km2"|"Changes between first and last epochs in the health and productive capacity of the land."|"CL"|"dopa"|True|NULL|1|NULL|NULL
901|"administrative_units"|"get_region_all_inds"|"lpd_null_km2"|"Changes between first and last epochs in the health and productive capacity of the land."|"CL"|"dopa"|True|NULL|1|NULL|NULL
901|"administrative_units"|"get_region_all_inds"|"lpd_prot_increased_km2"|"Changes between first and last epochs in the health and productive capacity of protected land."|"CL"|"dopa"|True|NULL|1|NULL|NULL
901|"administrative_units"|"get_region_all_inds"|"lpd_prot_moderate_km2"|"Changes between first and last epochs in the health and productive capacity of protected land."|"CL"|"dopa"|True|NULL|1|NULL|NULL
901|"administrative_units"|"get_region_all_inds"|"lpd_prot_null_km2"|"Changes between first and last epochs in the health and productive capacity of protected land."|"CL"|"dopa"|True|NULL|1|NULL|NULL
901|"administrative_units"|"get_region_all_inds"|"lpd_prot_severe_km2"|"Changes between first and last epochs in the health and productive capacity of protected land."|"CL"|"dopa"|True|NULL|1|NULL|NULL
901|"administrative_units"|"get_region_all_inds"|"lpd_prot_stable_km2"|"Changes between first and last epochs in the health and productive capacity of protected land."|"CL"|"dopa"|True|NULL|1|NULL|NULL
901|"administrative_units"|"get_region_all_inds"|"lpd_prot_stressed_km2"|"Changes between first and last epochs in the health and productive capacity of protected land."|"CL"|"dopa"|True|NULL|1|NULL|NULL
901|"administrative_units"|"get_region_all_inds"|"lpd_severe_km2"|"Changes between first and last epochs in the health and productive capacity of the land."|"CL"|"dopa"|True|NULL|1|NULL|NULL
901|"administrative_units"|"get_region_all_inds"|"lpd_stable_km2"|"Changes between first and last epochs in the health and productive capacity of the land."|"CL"|"dopa"|True|NULL|1|NULL|NULL
901|"administrative_units"|"get_region_all_inds"|"lpd_stressed_km2"|"Changes between first and last epochs in the health and productive capacity of the land."|"CL"|"dopa"|True|NULL|1|NULL|NULL
901|"habitats_and_biotopes"|"get_ecoregion_all_inds"|"lpd_increased_km2"|"Changes between first and last epochs in the health and productive capacity of the land."|"ET"|"dopa"|True|True|1|"Land Degradation"|"Increased Productivity (km2)"
901|"habitats_and_biotopes"|"get_ecoregion_all_inds"|"lpd_moderate_km2"|"Changes between first and last epochs in the health and productive capacity of the land."|"ET"|"dopa"|True|True|1|"Land Degradation"|"Persistent moderate decline in productivity (km2)"
901|"habitats_and_biotopes"|"get_ecoregion_all_inds"|"lpd_null_km2"|"Changes between first and last epochs in the health and productive capacity of the land."|"ET"|"dopa"|True|True|1|"Land Degradation"|"No biomass (km2)"
901|"habitats_and_biotopes"|"get_ecoregion_all_inds"|"lpd_prot_increased_km2"|"Changes between first and last epochs in the health and productive capacity of protected land."|"ET"|"dopa"|True|False|1|NULL|NULL
901|"habitats_and_biotopes"|"get_ecoregion_all_inds"|"lpd_prot_moderate_km2"|"Changes between first and last epochs in the health and productive capacity of protected land."|"ET"|"dopa"|True|False|1|NULL|NULL
901|"habitats_and_biotopes"|"get_ecoregion_all_inds"|"lpd_prot_null_km2"|"Changes between first and last epochs in the health and productive capacity of protected land."|"ET"|"dopa"|True|False|1|NULL|NULL
901|"habitats_and_biotopes"|"get_ecoregion_all_inds"|"lpd_prot_severe_km2"|"Changes between first and last epochs in the health and productive capacity of protected land."|"ET"|"dopa"|True|False|1|NULL|NULL
901|"habitats_and_biotopes"|"get_ecoregion_all_inds"|"lpd_prot_stable_km2"|"Changes between first and last epochs in the health and productive capacity of protected land."|"ET"|"dopa"|True|False|1|NULL|NULL
901|"habitats_and_biotopes"|"get_ecoregion_all_inds"|"lpd_prot_stressed_km2"|"Changes between first and last epochs in the health and productive capacity of protected land."|"ET"|"dopa"|True|False|1|NULL|NULL
901|"habitats_and_biotopes"|"get_ecoregion_all_inds"|"lpd_severe_km2"|"Changes between first and last epochs in the health and productive capacity of the land."|"ET"|"dopa"|True|True|1|"Land Degradation"|"Persistent severe decline in productivity (km2)"
901|"habitats_and_biotopes"|"get_ecoregion_all_inds"|"lpd_stable_km2"|"Changes between first and last epochs in the health and productive capacity of the land."|"ET"|"dopa"|True|True|1|"Land Degradation"|"Stable Productivity (km2)"
901|"habitats_and_biotopes"|"get_ecoregion_all_inds"|"lpd_stressed_km2"|"Changes between first and last epochs in the health and productive capacity of the land."|"ET"|"dopa"|True|True|1|"Land Degradation"|"Stressed productivity (km2)"
901|"protected_sites"|"get_wdpa_all_inds"|"lpd_increased_km2"|"Changes between first and last epochs in the health and productive capacity of the land."|"PTC"|"dopa"|True|True|1|"Land Degradation"|"Increased Productivity (km2)"
901|"protected_sites"|"get_wdpa_all_inds"|"lpd_moderate_km2"|"Changes between first and last epochs in the health and productive capacity of the land."|"PTC"|"dopa"|True|True|1|"Land Degradation"|"Persistent moderate decline in productivity (km2)"
901|"protected_sites"|"get_wdpa_all_inds"|"lpd_null_km2"|"Changes between first and last epochs in the health and productive capacity of the land."|"PTC"|"dopa"|True|True|1|"Land Degradation"|"No biomass (km2)"
901|"protected_sites"|"get_wdpa_all_inds"|"lpd_severe_km2"|"Changes between first and last epochs in the health and productive capacity of the land."|"PTC"|"dopa"|True|True|1|"Land Degradation"|"Persistent severe decline in productivity (km2)"
901|"protected_sites"|"get_wdpa_all_inds"|"lpd_stable_km2"|"Changes between first and last epochs in the health and productive capacity of the land."|"PTC"|"dopa"|True|True|1|"Land Degradation"|"Stable Productivity (km2)"
901|"protected_sites"|"get_wdpa_all_inds"|"lpd_stressed_km2"|"Changes between first and last epochs in the health and productive capacity of the land."|"PTC"|"dopa"|True|True|1|"Land Degradation"|"Stressed productivity (km2)"
1001|"administrative_units"|"get_country_all_inds"|"mspa_core_1995_km2"|"Landscape pattern and fragmentation classes computed for the year 1995."|"CL"|"dopa"|True|True|1|"Land Fragmentation 1995"|"Core (km2)"
1001|"administrative_units"|"get_country_all_inds"|"mspa_core_2000_km2"|"Landscape pattern and fragmentation classes computed for the years 2000."|"CL"|"dopa"|True|True|1|"Land Fragmentation 2000"|"Core (km2)"
1001|"administrative_units"|"get_country_all_inds"|"mspa_core_2005_km2"|"Landscape pattern and fragmentation classes computed for the years 2005."|"CL"|"dopa"|True|True|1|"Land Fragmentation 2005"|"Core (km2)"
1001|"administrative_units"|"get_country_all_inds"|"mspa_core_2010_km2"|"Landscape pattern and fragmentation classes computed for the years 2010."|"CL"|"dopa"|True|True|1|"Land Fragmentation 2010"|"Core (km2)"
1001|"administrative_units"|"get_country_all_inds"|"mspa_core_2015_km2"|"Landscape pattern and fragmentation classes computed for the years 2015."|"CL"|"dopa"|True|True|1|"Land Fragmentation 2015"|"Core (km2)"
1001|"administrative_units"|"get_country_all_inds"|"mspa_edges_1995_km2"|"Landscape pattern and fragmentation classes computed for the year 1995."|"CL"|"dopa"|True|True|1|"Land Fragmentation 1995"|"Edge (km2)"
1001|"administrative_units"|"get_country_all_inds"|"mspa_edges_2000_km2"|"Landscape pattern and fragmentation classes computed for the years 2000."|"CL"|"dopa"|True|True|1|"Land Fragmentation 2000"|"Edge (km2)"
1001|"administrative_units"|"get_country_all_inds"|"mspa_edges_2005_km2"|"Landscape pattern and fragmentation classes computed for the years 2005."|"CL"|"dopa"|True|True|1|"Land Fragmentation 2005"|"Edge (km2)"
1001|"administrative_units"|"get_country_all_inds"|"mspa_edges_2010_km2"|"Landscape pattern and fragmentation classes computed for the years 2010."|"CL"|"dopa"|True|True|1|"Land Fragmentation 2010"|"Edge (km2)"
1001|"administrative_units"|"get_country_all_inds"|"mspa_edges_2015_km2"|"Landscape pattern and fragmentation classes computed for the years 2015."|"CL"|"dopa"|True|True|1|"Land Fragmentation 2015"|"Edge (km2)"
1001|"administrative_units"|"get_country_all_inds"|"mspa_islets_1995_km2"|"Landscape pattern and fragmentation classes computed for the year 1995."|"CL"|"dopa"|True|True|1|"Land Fragmentation 1995"|"Islet (km2)"
1001|"administrative_units"|"get_country_all_inds"|"mspa_islets_2000_km2"|"Landscape pattern and fragmentation classes computed for the years 2000."|"CL"|"dopa"|True|True|1|"Land Fragmentation 2000"|"Islet (km2)"
1001|"administrative_units"|"get_country_all_inds"|"mspa_islets_2005_km2"|"Landscape pattern and fragmentation classes computed for the years 2005."|"CL"|"dopa"|True|True|1|"Land Fragmentation 2005"|"Islet (km2)"
1001|"administrative_units"|"get_country_all_inds"|"mspa_islets_2010_km2"|"Landscape pattern and fragmentation classes computed for the years 2010."|"CL"|"dopa"|True|True|1|"Land Fragmentation 2010"|"Islet (km2)"
1001|"administrative_units"|"get_country_all_inds"|"mspa_islets_2015_km2"|"Landscape pattern and fragmentation classes computed for the years 2015."|"CL"|"dopa"|True|True|1|"Land Fragmentation 2015"|"Islet (km2)"
1001|"administrative_units"|"get_country_all_inds"|"mspa_margins_1995_km2"|"Landscape pattern and fragmentation classes computed for the year 1995."|"CL"|"dopa"|True|True|1|"Land Fragmentation 1995"|"Margins (km2)"
1001|"administrative_units"|"get_country_all_inds"|"mspa_margins_2000_km2"|"Landscape pattern and fragmentation classes computed for the years 2000."|"CL"|"dopa"|True|True|1|"Land Fragmentation 2000"|"Margins (km2)"
1001|"administrative_units"|"get_country_all_inds"|"mspa_margins_2005_km2"|"Landscape pattern and fragmentation classes computed for the years 2005."|"CL"|"dopa"|True|True|1|"Land Fragmentation 2005"|"Margins (km2)"
1001|"administrative_units"|"get_country_all_inds"|"mspa_margins_2010_km2"|"Landscape pattern and fragmentation classes computed for the years 2010."|"CL"|"dopa"|True|True|1|"Land Fragmentation 2010"|"Margins (km2)"
1001|"administrative_units"|"get_country_all_inds"|"mspa_margins_2015_km2"|"Landscape pattern and fragmentation classes computed for the years 2015."|"CL"|"dopa"|True|True|1|"Land Fragmentation 2015"|"Margins (km2)"
1001|"administrative_units"|"get_country_all_inds"|"mspa_non_natural_1995_km2"|"Landscape pattern and fragmentation classes computed for the year 1995"|"CL"|"dopa"|True|True|1|"Land Fragmentation 1995"|"Non Natural (km2)"
1001|"administrative_units"|"get_country_all_inds"|"mspa_non_natural_2000_km2"|"Landscape pattern and fragmentation classes computed for the year  2000"|"CL"|"dopa"|True|True|1|"Land Fragmentation 2000"|"Non Natural (km2)"
1001|"administrative_units"|"get_country_all_inds"|"mspa_non_natural_2005_km2"|"Landscape pattern and fragmentation classes computed for the year  2005"|"CL"|"dopa"|True|True|1|"Land Fragmentation 2005"|"Non Natural (km2)"
1001|"administrative_units"|"get_country_all_inds"|"mspa_non_natural_2010_km2"|"Landscape pattern and fragmentation classes computed for the year  2010"|"CL"|"dopa"|True|True|1|"Land Fragmentation 2010"|"Non Natural (km2)"
1001|"administrative_units"|"get_country_all_inds"|"mspa_non_natural_2015_km2"|"Landscape pattern and fragmentation classes computed for the year  2015"|"CL"|"dopa"|True|True|1|"Land Fragmentation 2015"|"Non Natural (km2)"
1001|"administrative_units"|"get_country_all_inds"|"mspa_perforation_1995_km2"|"Landscape pattern and fragmentation classes computed for the year 1995."|"CL"|"dopa"|True|True|1|"Land Fragmentation 1995"|"Perforation (km2)"
1001|"administrative_units"|"get_country_all_inds"|"mspa_perforation_2000_km2"|"Landscape pattern and fragmentation classes computed for the years 2000."|"CL"|"dopa"|True|True|1|"Land Fragmentation 2000"|"Perforation (km2)"
1001|"administrative_units"|"get_country_all_inds"|"mspa_perforation_2005_km2"|"Landscape pattern and fragmentation classes computed for the years 2005."|"CL"|"dopa"|True|True|1|"Land Fragmentation 2005"|"Perforation (km2)"
1001|"administrative_units"|"get_country_all_inds"|"mspa_perforation_2010_km2"|"Landscape pattern and fragmentation classes computed for the years 2010."|"CL"|"dopa"|True|True|1|"Land Fragmentation 2010"|"Perforation (km2)"
1001|"administrative_units"|"get_country_all_inds"|"mspa_perforation_2015_km2"|"Landscape pattern and fragmentation classes computed for the years 2015."|"CL"|"dopa"|True|True|1|"Land Fragmentation 2015"|"Perforation (km2)"
1001|"administrative_units"|"get_region_all_inds"|"mspa_core_1995_km2"|"Landscape pattern and fragmentation classes computed for the year 1995."|"CL"|"dopa"|True|NULL|1|NULL|NULL
1001|"administrative_units"|"get_region_all_inds"|"mspa_core_2000_km2"|"Landscape pattern and fragmentation classes computed for the years 2000."|"CL"|"dopa"|True|NULL|1|NULL|NULL
1001|"administrative_units"|"get_region_all_inds"|"mspa_core_2005_km2"|"Landscape pattern and fragmentation classes computed for the years 2005."|"CL"|"dopa"|True|NULL|1|NULL|NULL
1001|"administrative_units"|"get_region_all_inds"|"mspa_core_2010_km2"|"Landscape pattern and fragmentation classes computed for the years 2010."|"CL"|"dopa"|True|NULL|1|NULL|NULL
1001|"administrative_units"|"get_region_all_inds"|"mspa_core_2015_km2"|"Landscape pattern and fragmentation classes computed for the years 2015."|"CL"|"dopa"|True|NULL|1|NULL|NULL
1001|"administrative_units"|"get_region_all_inds"|"mspa_edges_1995_km2"|"Landscape pattern and fragmentation classes computed for the year 1995."|"CL"|"dopa"|True|NULL|1|NULL|NULL
1001|"administrative_units"|"get_region_all_inds"|"mspa_edges_2000_km2"|"Landscape pattern and fragmentation classes computed for the years 2000."|"CL"|"dopa"|True|NULL|1|NULL|NULL
1001|"administrative_units"|"get_region_all_inds"|"mspa_edges_2005_km2"|"Landscape pattern and fragmentation classes computed for the years 2005."|"CL"|"dopa"|True|NULL|1|NULL|NULL
1001|"administrative_units"|"get_region_all_inds"|"mspa_edges_2010_km2"|"Landscape pattern and fragmentation classes computed for the years 2010."|"CL"|"dopa"|True|NULL|1|NULL|NULL
1001|"administrative_units"|"get_region_all_inds"|"mspa_edges_2015_km2"|"Landscape pattern and fragmentation classes computed for the years 2015."|"CL"|"dopa"|True|NULL|1|NULL|NULL
1001|"administrative_units"|"get_region_all_inds"|"mspa_islets_1995_km2"|"Landscape pattern and fragmentation classes computed for the year 1995."|"CL"|"dopa"|True|NULL|1|NULL|NULL
1001|"administrative_units"|"get_region_all_inds"|"mspa_islets_2000_km2"|"Landscape pattern and fragmentation classes computed for the years 2000."|"CL"|"dopa"|True|NULL|1|NULL|NULL
1001|"administrative_units"|"get_region_all_inds"|"mspa_islets_2005_km2"|"Landscape pattern and fragmentation classes computed for the years 2005."|"CL"|"dopa"|True|NULL|1|NULL|NULL
1001|"administrative_units"|"get_region_all_inds"|"mspa_islets_2010_km2"|"Landscape pattern and fragmentation classes computed for the years 2010."|"CL"|"dopa"|True|NULL|1|NULL|NULL
1001|"administrative_units"|"get_region_all_inds"|"mspa_islets_2015_km2"|"Landscape pattern and fragmentation classes computed for the years 2015."|"CL"|"dopa"|True|NULL|1|NULL|NULL
1001|"administrative_units"|"get_region_all_inds"|"mspa_margins_1995_km2"|"Landscape pattern and fragmentation classes computed for the year 1995."|"CL"|"dopa"|True|NULL|1|NULL|NULL
1001|"administrative_units"|"get_region_all_inds"|"mspa_margins_2000_km2"|"Landscape pattern and fragmentation classes computed for the years 2000."|"CL"|"dopa"|True|NULL|1|NULL|NULL
1001|"administrative_units"|"get_region_all_inds"|"mspa_margins_2005_km2"|"Landscape pattern and fragmentation classes computed for the years 2005."|"CL"|"dopa"|True|NULL|1|NULL|NULL
1001|"administrative_units"|"get_region_all_inds"|"mspa_margins_2010_km2"|"Landscape pattern and fragmentation classes computed for the years 2010."|"CL"|"dopa"|True|NULL|1|NULL|NULL
1001|"administrative_units"|"get_region_all_inds"|"mspa_margins_2015_km2"|"Landscape pattern and fragmentation classes computed for the years 2015."|"CL"|"dopa"|True|NULL|1|NULL|NULL
1001|"administrative_units"|"get_region_all_inds"|"mspa_non_natural_1995_km2"|"Landscape pattern and fragmentation classes computed for the year 1995"|"CL"|"dopa"|True|NULL|1|NULL|NULL
1001|"administrative_units"|"get_region_all_inds"|"mspa_non_natural_2000_km2"|"Landscape pattern and fragmentation classes computed for the year  2000"|"CL"|"dopa"|True|NULL|1|NULL|NULL
1001|"administrative_units"|"get_region_all_inds"|"mspa_non_natural_2005_km2"|"Landscape pattern and fragmentation classes computed for the year  2005"|"CL"|"dopa"|True|NULL|1|NULL|NULL
1001|"administrative_units"|"get_region_all_inds"|"mspa_non_natural_2010_km2"|"Landscape pattern and fragmentation classes computed for the year  2010"|"CL"|"dopa"|True|NULL|1|NULL|NULL
1001|"administrative_units"|"get_region_all_inds"|"mspa_non_natural_2015_km2"|"Landscape pattern and fragmentation classes computed for the year  2015"|"CL"|"dopa"|True|NULL|1|NULL|NULL
1001|"administrative_units"|"get_region_all_inds"|"mspa_perforation_1995_km2"|"Landscape pattern and fragmentation classes computed for the year 1995."|"CL"|"dopa"|True|NULL|1|NULL|NULL
1001|"administrative_units"|"get_region_all_inds"|"mspa_perforation_2000_km2"|"Landscape pattern and fragmentation classes computed for the years 2000."|"CL"|"dopa"|True|NULL|1|NULL|NULL
1001|"administrative_units"|"get_region_all_inds"|"mspa_perforation_2005_km2"|"Landscape pattern and fragmentation classes computed for the years 2005."|"CL"|"dopa"|True|NULL|1|NULL|NULL
1001|"administrative_units"|"get_region_all_inds"|"mspa_perforation_2010_km2"|"Landscape pattern and fragmentation classes computed for the years 2010."|"CL"|"dopa"|True|NULL|1|NULL|NULL
1001|"administrative_units"|"get_region_all_inds"|"mspa_perforation_2015_km2"|"Landscape pattern and fragmentation classes computed for the years 2015."|"CL"|"dopa"|True|NULL|1|NULL|NULL
1001|"habitats_and_biotopes"|"get_ecoregion_all_inds"|"mspa_core_1995_km2"|"Landscape pattern and fragmentation classes computed for the year 1995."|"ET"|"dopa"|True|True|1|"Land Fragmentation 1995"|"Core (km2)"
1001|"habitats_and_biotopes"|"get_ecoregion_all_inds"|"mspa_core_2000_km2"|"Landscape pattern and fragmentation classes computed for the years 2000."|"ET"|"dopa"|True|True|1|"Land Fragmentation 2000"|"Core (km2)"
1001|"habitats_and_biotopes"|"get_ecoregion_all_inds"|"mspa_core_2005_km2"|"Landscape pattern and fragmentation classes computed for the years 2005."|"ET"|"dopa"|True|True|1|"Land Fragmentation 2005"|"Core (km2)"
1001|"habitats_and_biotopes"|"get_ecoregion_all_inds"|"mspa_core_2010_km2"|"Landscape pattern and fragmentation classes computed for the years 2010."|"ET"|"dopa"|True|True|1|"Land Fragmentation 2010"|"Core (km2)"
1001|"habitats_and_biotopes"|"get_ecoregion_all_inds"|"mspa_core_2015_km2"|"Landscape pattern and fragmentation classes computed for the years 2015."|"ET"|"dopa"|True|True|1|"Land Fragmentation 2015"|"Core (km2)"
1001|"habitats_and_biotopes"|"get_ecoregion_all_inds"|"mspa_edges_1995_km2"|"Landscape pattern and fragmentation classes computed for the year 1995."|"ET"|"dopa"|True|True|1|"Land Fragmentation 1995"|"Edge (km2)"
1001|"habitats_and_biotopes"|"get_ecoregion_all_inds"|"mspa_edges_2000_km2"|"Landscape pattern and fragmentation classes computed for the years 2000."|"ET"|"dopa"|True|True|1|"Land Fragmentation 2000"|"Edge (km2)"
1001|"habitats_and_biotopes"|"get_ecoregion_all_inds"|"mspa_edges_2005_km2"|"Landscape pattern and fragmentation classes computed for the years 2005."|"ET"|"dopa"|True|True|1|"Land Fragmentation 2005"|"Edge (km2)"
1001|"habitats_and_biotopes"|"get_ecoregion_all_inds"|"mspa_edges_2010_km2"|"Landscape pattern and fragmentation classes computed for the years 2010."|"ET"|"dopa"|True|True|1|"Land Fragmentation 2010"|"Edge (km2)"
1001|"habitats_and_biotopes"|"get_ecoregion_all_inds"|"mspa_edges_2015_km2"|"Landscape pattern and fragmentation classes computed for the years 2015."|"ET"|"dopa"|True|True|1|"Land Fragmentation 2015"|"Edge (km2)"
1001|"habitats_and_biotopes"|"get_ecoregion_all_inds"|"mspa_islets_1995_km2"|"Landscape pattern and fragmentation classes computed for the year 1995."|"ET"|"dopa"|True|True|1|"Land Fragmentation 1995"|"Islet (km2)"
1001|"habitats_and_biotopes"|"get_ecoregion_all_inds"|"mspa_islets_2000_km2"|"Landscape pattern and fragmentation classes computed for the years 2000."|"ET"|"dopa"|True|True|1|"Land Fragmentation 2000"|"Islet (km2)"
1001|"habitats_and_biotopes"|"get_ecoregion_all_inds"|"mspa_islets_2005_km2"|"Landscape pattern and fragmentation classes computed for the years 2005."|"ET"|"dopa"|True|True|1|"Land Fragmentation 2005"|"Islet (km2)"
1001|"habitats_and_biotopes"|"get_ecoregion_all_inds"|"mspa_islets_2010_km2"|"Landscape pattern and fragmentation classes computed for the years 2010."|"ET"|"dopa"|True|True|1|"Land Fragmentation 2010"|"Islet (km2)"
1001|"habitats_and_biotopes"|"get_ecoregion_all_inds"|"mspa_islets_2015_km2"|"Landscape pattern and fragmentation classes computed for the years 2015."|"ET"|"dopa"|True|True|1|"Land Fragmentation 2015"|"Islet (km2)"
1001|"habitats_and_biotopes"|"get_ecoregion_all_inds"|"mspa_margins_1995_km2"|"Landscape pattern and fragmentation classes computed for the year 1995."|"ET"|"dopa"|True|True|1|"Land Fragmentation 1995"|"Margins (km2)"
1001|"habitats_and_biotopes"|"get_ecoregion_all_inds"|"mspa_margins_2000_km2"|"Landscape pattern and fragmentation classes computed for the years 2000."|"ET"|"dopa"|True|True|1|"Land Fragmentation 2000"|"Margins (km2)"
1001|"habitats_and_biotopes"|"get_ecoregion_all_inds"|"mspa_margins_2005_km2"|"Landscape pattern and fragmentation classes computed for the years 2005."|"ET"|"dopa"|True|True|1|"Land Fragmentation 2005"|"Margins (km2)"
1001|"habitats_and_biotopes"|"get_ecoregion_all_inds"|"mspa_margins_2010_km2"|"Landscape pattern and fragmentation classes computed for the years 2010."|"ET"|"dopa"|True|True|1|"Land Fragmentation 2010"|"Margins (km2)"
1001|"habitats_and_biotopes"|"get_ecoregion_all_inds"|"mspa_margins_2015_km2"|"Landscape pattern and fragmentation classes computed for the years 2015."|"ET"|"dopa"|True|True|1|"Land Fragmentation 2015"|"Margins (km2)"
1001|"habitats_and_biotopes"|"get_ecoregion_all_inds"|"mspa_non_natural_1995_km2"|"Landscape pattern and fragmentation classes computed for the year 1995"|"ET"|"dopa"|True|True|1|"Land Fragmentation 1995"|"Non Natural (km2)"
1001|"habitats_and_biotopes"|"get_ecoregion_all_inds"|"mspa_non_natural_2000_km2"|"Landscape pattern and fragmentation classes computed for the year 2000"|"ET"|"dopa"|True|True|1|"Land Fragmentation 2000"|"Non Natural (km2)"
1001|"habitats_and_biotopes"|"get_ecoregion_all_inds"|"mspa_non_natural_2005_km2"|"Landscape pattern and fragmentation classes computed for the year 2005"|"ET"|"dopa"|True|True|1|"Land Fragmentation 2005"|"Non Natural (km2)"
1001|"habitats_and_biotopes"|"get_ecoregion_all_inds"|"mspa_non_natural_2010_km2"|"Landscape pattern and fragmentation classes computed for the year 2010"|"ET"|"dopa"|True|True|1|"Land Fragmentation 2010"|"Non Natural (km2)"
1001|"habitats_and_biotopes"|"get_ecoregion_all_inds"|"mspa_non_natural_2015_km2"|"Landscape pattern and fragmentation classes computed for the year 2015"|"ET"|"dopa"|True|True|1|"Land Fragmentation 2015"|"Non Natural (km2)"
1001|"habitats_and_biotopes"|"get_ecoregion_all_inds"|"mspa_perforation_1995_km2"|"Landscape pattern and fragmentation classes computed for the year 1995."|"ET"|"dopa"|True|True|1|"Land Fragmentation 1995"|"Perforation (km2)"
1001|"habitats_and_biotopes"|"get_ecoregion_all_inds"|"mspa_perforation_2000_km2"|"Landscape pattern and fragmentation classes computed for the years 2000."|"ET"|"dopa"|True|True|1|"Land Fragmentation 2000"|"Perforation (km2)"
1001|"habitats_and_biotopes"|"get_ecoregion_all_inds"|"mspa_perforation_2005_km2"|"Landscape pattern and fragmentation classes computed for the years 2005."|"ET"|"dopa"|True|True|1|"Land Fragmentation 2005"|"Perforation (km2)"
