db_name|schema_name|function_name|parameter_name|parameter_description|reporting_level|source|rest|xls_template|xls_column_name_lv_1|xls_column_name_lv_2|progress_code
d6dopa40|administrative_units|get_region_ind_rank|country_un_m49|"ISO 3166 standard numeric (UN m49) country code.
See the <a href='https://www.iso.org/obp/ui' target='_iso'/>International Organization for Standardization (ISO)</a> for more information."|NULL|extended|t|NULL|NULL|NULL|NULL
d6dopa40|administrative_units|get_region_ind_rank|ind|Reported indicator, on wich the ranking is based (selected by the input parameter <b>ind_rank</b>)|NULL|extended|t|NULL|NULL|NULL|NULL
d6dopa40|administrative_units|get_region_ind_rank|ranking|Country ranking in Region (selected by the input parameter <b>region_name</b>, and optionally by input_parameter <b>subregion_name</b> ), calculated on the desired indicator (selected by the input parameter <b>ind_rank</b>)|NULL|extended|t|NULL|NULL|NULL|NULL
d6dopa40|administrative_units|get_region_ind_rank|status|Disputed or Joint Managed territories flag.|NULL|extended|t|NULL|NULL|NULL|NULL
d6dopa40|habitats_and_biotopes|get_ecoregion_all_inds|agb_max_c_mg_prot|Maximum amount for above ground carbon in Mg (Megagrams = Tons) in the protected portion of the ecoregion|NULL|dopa|t|no|NULL|NULL|3
d6dopa40|habitats_and_biotopes|get_ecoregion_all_inds|agb_max_c_mg_total|Maximum amount for above ground carbon in Mg (Megagrams = Tons) in the whole ecoregion|NULL|dopa|t|ok|ABOVE GROUND CARBON |Max  (Mg)|3
d6dopa40|habitats_and_biotopes|get_ecoregion_all_inds|agb_max_c_mg_unprot|Maximum amount for above ground carbon in Mg (Megagrams = Tons) in the unprotected portion of the ecoregion|NULL|dopa|t|no|NULL|NULL|3
d6dopa40|habitats_and_biotopes|get_ecoregion_all_inds|agb_mean_c_mg_prot|Mean amount for for above ground carbon in Mg (Megagrams = Tons) in the protected portion of the ecoregion|NULL|dopa|t|no|NULL|NULL|3
d6dopa40|habitats_and_biotopes|get_ecoregion_all_inds|agb_mean_c_mg_total|Mean amount for for above ground carbon in Mg (Megagrams = Tons) in the whole ecoregion|NULL|dopa|t|ok|ABOVE GROUND CARBON|Average  (Mg)|3
d6dopa40|habitats_and_biotopes|get_ecoregion_all_inds|agb_mean_c_mg_unprot|Mean amount for for above ground carbon in Mg (Megagrams = Tons) in the unprotected portion of the ecoregion|NULL|dopa|t|no|NULL|NULL|3
d6dopa40|habitats_and_biotopes|get_ecoregion_all_inds|agb_min_c_mg_prot|Minimum amount for above ground carbon in Mg (Megagrams = Tons) in the protected portion of the ecoregion|NULL|dopa|t|no|NULL|NULL|3
d6dopa40|habitats_and_biotopes|get_ecoregion_all_inds|agb_min_c_mg_total|Minimum amount for above ground carbon in Mg (Megagrams = Tons) in the whole ecoregion|NULL|dopa|t|ok|ABOVE GROUND CARBON|Min  (Mg)|3
d6dopa40|habitats_and_biotopes|get_ecoregion_all_inds|agb_min_c_mg_unprot|Minimum amount for above ground carbon in Mg (Megagrams = Tons) in the unprotected portion of the ecoregion|NULL|dopa|t|no|NULL|NULL|3
d6dopa40|habitats_and_biotopes|get_ecoregion_all_inds|agb_stdev_c_mg_prot|Standard deviation for above ground carbon in Mg (Megagrams = Tons) in the protected portion of the ecoregion|NULL|dopa|t|no|NULL|NULL|NULL
d6dopa40|habitats_and_biotopes|get_ecoregion_all_inds|agb_stdev_c_mg_total|Standard deviation for above ground carbon in Mg (Megagrams = Tons) in the whole ecoregion|NULL|dopa|t|ok|ABOVE GROUND CARBON|St.Dev  (Mg)|NULL
d6dopa40|habitats_and_biotopes|get_ecoregion_all_inds|agb_stdev_c_mg_unprot|Standard deviation for above ground carbon in Mg (Megagrams = Tons) in the unprotected portion of the ecoregion|NULL|dopa|t|no|NULL|NULL|NULL
d6dopa40|habitats_and_biotopes|get_ecoregion_all_inds|agb_tot_c_pg_prot|Total amount of above ground carbon in Pg (Petagrams =Tons/10^9) in the protected portion of the ecoregion|NULL|dopa|t|no|NULL|NULL|3
d6dopa40|habitats_and_biotopes|get_ecoregion_all_inds|agb_tot_c_pg_total|Total amount of above ground carbon in Pg (Petagrams =Tons/10^9) in the whole ecoregion|NULL|dopa|t|ok|ABOVE GROUND CARBON|Total  (Pg)|3
d6dopa40|habitats_and_biotopes|get_ecoregion_all_inds|agb_tot_c_pg_unprot|Total amount of above ground carbon in Pg (Petagrams =Tons/10^9) in the unprotected portion of the ecoregion|NULL|dopa|t|no|NULL|NULL|3
d6dopa40|habitats_and_biotopes|get_ecoregion_all_inds|area_prot_km2|Total area protected in km2.|NULL|dopa|t|ok|CONSERVATION|Total Protected Area (km2)|3
d6dopa40|habitats_and_biotopes|get_ecoregion_all_inds|area_prot_perc|Total area protected as a percentage of the total area.|NULL|dopa|t|ok|CONSERVATION|Total Protected Area (%)|3
d6dopa40|habitats_and_biotopes|get_ecoregion_all_inds|area_tot_km2|Total area in km2.|NULL|dopa|t|ok|ECOREGION INFORMATION|Area (km2)|3
d6dopa40|habitats_and_biotopes|get_ecoregion_all_inds|bgb_max_c_mg_prot|Maximum amount for below ground (tree roots) carbon in Mg (Megagrams = Tons) in the protected portion of the ecoregion|NULL|dopa|t|no|NULL|NULL|3
d6dopa40|habitats_and_biotopes|get_ecoregion_all_inds|bgb_max_c_mg_total|Maximum amount for below ground (tree roots) carbon in Mg (Megagrams = Tons) in the whole ecoregion|NULL|dopa|t|ok|BELOWGROUND BIOMASS CARBON|Max  (Mg)|3
d6dopa40|habitats_and_biotopes|get_ecoregion_all_inds|bgb_max_c_mg_unprot|Maximum amount for below ground (tree roots) carbon in Mg (Megagrams = Tons) in the unprotected portion of the ecoregion|NULL|dopa|t|no|NULL|NULL|3
d6dopa40|habitats_and_biotopes|get_ecoregion_all_inds|bgb_mean_c_mg_prot|Mean amount for for below ground (tree roots) carbon in Mg (Megagrams = Tons) in the protected portion of the ecoregion|NULL|dopa|t|no|NULL|NULL|3
d6dopa40|habitats_and_biotopes|get_ecoregion_all_inds|bgb_mean_c_mg_total|Mean amount for for below ground (tree roots) carbon in Mg (Megagrams = Tons) in the whole ecoregion|NULL|dopa|t|ok|BELOWGROUND BIOMASS CARBON|Average  (Mg)|3
d6dopa40|habitats_and_biotopes|get_ecoregion_all_inds|bgb_mean_c_mg_unprot|Mean amount for for below ground (tree roots) carbon in Mg (Megagrams = Tons) in the unprotected portion of the ecoregion|NULL|dopa|t|no|NULL|NULL|3
d6dopa40|habitats_and_biotopes|get_ecoregion_all_inds|bgb_min_c_mg_prot|Minimum amount for below ground (tree roots) carbon in Mg (Megagrams = Tons) in the protected portion of the ecoregion|NULL|dopa|t|no|NULL|NULL|3
d6dopa40|habitats_and_biotopes|get_ecoregion_all_inds|bgb_min_c_mg_total|Minimum amount for below ground (tree roots) carbon in Mg (Megagrams = Tons) in the whole ecoregion|NULL|dopa|t|ok|BELOWGROUND BIOMASS CARBON|Min  (Mg)|3
d6dopa40|habitats_and_biotopes|get_ecoregion_all_inds|bgb_min_c_mg_unprot|Minimum amount for below ground (tree roots) carbon in Mg (Megagrams = Tons) in the unprotected portion of the ecoregion|NULL|dopa|t|no|NULL|NULL|3
d6dopa40|habitats_and_biotopes|get_ecoregion_all_inds|bgb_stdev_c_mg_prot|Standard deviation for below ground (tree roots) carbon in Mg (Megagrams = Tons) in the protected portion of the ecoregion|NULL|dopa|t|no|NULL|NULL|NULL
d6dopa40|habitats_and_biotopes|get_ecoregion_all_inds|bgb_stdev_c_mg_total|Standard deviation for below ground (tree roots) carbon in Mg (Megagrams = Tons) in the whole ecoregion|NULL|dopa|t|ok|BELOWGROUND BIOMASS CARBON|St.Dev  (Mg)|NULL
d6dopa40|habitats_and_biotopes|get_ecoregion_all_inds|bgb_stdev_c_mg_unprot|Standard deviation for below ground (tree roots) carbon in Mg (Megagrams = Tons) in the unprotected portion of the ecoregion|NULL|dopa|t|no|NULL|NULL|NULL
d6dopa40|habitats_and_biotopes|get_ecoregion_all_inds|bgb_tot_c_pg_prot|Total amount of below ground (tree roots) carbon in Pg (Petagrams =Tons/10^9) in the protected portion of the ecoregion|NULL|dopa|t|no|NULL|NULL|3
d6dopa40|habitats_and_biotopes|get_ecoregion_all_inds|bgb_tot_c_pg_total|Total amount of below ground (tree roots) carbon in Pg (Petagrams =Tons/10^9) in the whole ecoregion|NULL|dopa|t|ok|BELOWGROUND BIOMASS CARBON|Total  (Pg)|3
d6dopa40|habitats_and_biotopes|get_ecoregion_all_inds|bgb_tot_c_pg_unprot|Total amount of below ground (tree roots) carbon in Pg (Petagrams =Tons/10^9) in the unprotected portion of the ecoregion|NULL|dopa|t|no|NULL|NULL|3
d6dopa40|habitats_and_biotopes|get_ecoregion_all_inds|biome_id|numerical ID for TEOW Biome, MEOW Province, PPOW Biome.|NULL|dopa|t|no|NULL|NULL|3
d6dopa40|habitats_and_biotopes|get_ecoregion_all_inds|biome_name|Name for TEOW Biome, MEOW Province, PPOW Biome.|NULL|dopa|t|no|NULL|NULL|3
d6dopa40|habitats_and_biotopes|get_ecoregion_all_inds|carbon_max_c_mg_prot|Maximum amount of carbon in Mg (Megagrams = Tons) in the protected portion of the ecoregion|NULL|dopa|t|no|NULL|NULL|3
d6dopa40|habitats_and_biotopes|get_ecoregion_all_inds|carbon_max_c_mg_total|Maximum amount of carbon in Mg (Megagrams = Tons) in the whole ecoregion|NULL|dopa|t|ok|TOTAL CARBON|Max  (Mg)|3
d6dopa40|habitats_and_biotopes|get_ecoregion_all_inds|carbon_max_c_mg_unprot|Maximum amount of carbon in Mg (Megagrams = Tons) in the unprotected portion of the ecoregion|NULL|dopa|t|no|NULL|NULL|3
d6dopa40|habitats_and_biotopes|get_ecoregion_all_inds|carbon_mean_c_mg_prot|Mean amount of carbon in Mg (Megagrams = Tons) in the protected portion of the ecoregion|NULL|dopa|t|no|NULL|NULL|3
d6dopa40|habitats_and_biotopes|get_ecoregion_all_inds|carbon_mean_c_mg_total|Mean amount of carbon in Mg (Megagrams = Tons) in the whole ecoregion|NULL|dopa|t|ok|TOTAL CARBON|Average  (Mg)|3
d6dopa40|habitats_and_biotopes|get_ecoregion_all_inds|carbon_mean_c_mg_unprot|Mean amount of carbon in Mg (Megagrams = Tons) in the unprotected portion of the ecoregion|NULL|dopa|t|no|NULL|NULL|3
d6dopa40|habitats_and_biotopes|get_ecoregion_all_inds|carbon_min_c_mg_prot|Minimum amount of carbon in Mg (Megagrams = Tons) in the protected portion of the ecoregion|NULL|dopa|t|no|NULL|NULL|3
d6dopa40|habitats_and_biotopes|get_ecoregion_all_inds|carbon_min_c_mg_total|Minimum amount of carbon in Mg (Megagrams = Tons) in the whole ecoregion|NULL|dopa|t|ok|TOTAL CARBON|Min  (Mg)|3
d6dopa40|habitats_and_biotopes|get_ecoregion_all_inds|carbon_min_c_mg_unprot|Minimum amount of carbon in Mg (Megagrams = Tons) in the unprotected portion of the ecoregion|NULL|dopa|t|no|NULL|NULL|3
d6dopa40|habitats_and_biotopes|get_ecoregion_all_inds|carbon_stdev_c_mg_prot|Standard deviation of the amount of carbon in Mg (Megagrams = Tons) in the protected portion of the ecoregion|NULL|dopa|t|no|NULL|NULL|NULL
d6dopa40|habitats_and_biotopes|get_ecoregion_all_inds|carbon_stdev_c_mg_total|Standard deviation of the amount of carbon in Mg (Megagrams = Tons) in the whole ecoregion|NULL|dopa|t|ok|TOTAL CARBON|St.Dev  (Mg)|NULL
d6dopa40|habitats_and_biotopes|get_ecoregion_all_inds|carbon_stdev_c_mg_unprot|Standard deviation of the amount of carbon in Mg (Megagrams = Tons) in the unprotected portion of the ecoregion|NULL|dopa|t|no|NULL|NULL|NULL
d6dopa40|habitats_and_biotopes|get_ecoregion_all_inds|carbon_tot_c_pg_prot|Total amount of carbon in Pg (Petagrams =Tons/10^9) in the protected portion of the ecoregion|NULL|dopa|t|no|NULL|NULL|3
d6dopa40|habitats_and_biotopes|get_ecoregion_all_inds|carbon_tot_c_pg_total|Total amount of carbon in Pg (Petagrams =Tons/10^9) in the whole ecoregion|NULL|dopa|t|ok|TOTAL CARBON|Total  (Pg)|3
d6dopa40|habitats_and_biotopes|get_ecoregion_all_inds|carbon_tot_c_pg_unprot|Total amount of carbon in Pg (Petagrams =Tons/10^9) in the unprotected portion of the ecoregion|NULL|dopa|t|no|NULL|NULL|3
d6dopa40|habitats_and_biotopes|get_ecoregion_all_inds|eco_id|Ecoregion numerical ID, as given by the original sources: Terrestrial Ecoregions of the World <a href='http://www.worldwildlife.org/publications/terrestrial-ecoregions-of-the-world' target='_meow'/>(TEOW)</a>, Marine Ecoregions of the World and Pelagic Provinces of the World <a href='http://data.unep-wcmc.org/datasets/38' target='_meow_ppow'/>(MEOW; PPOW)</a> maps.|NULL|dopa|t|ok|ECOREGION INFORMATION|eco_id|3
d6dopa40|habitats_and_biotopes|get_ecoregion_all_inds|eco_name|Name of TEOW Ecoregion, MEOW Ecoregion, PPOW Province.|NULL|dopa|t|ok|ECOREGION INFORMATION|Name|3
d6dopa40|habitats_and_biotopes|get_ecoregion_all_inds|gebco_max_m|Maximum elevation in meters.|NULL|dopa|t|ok|ELEVATION PROFILE|Max (m)|1
d6dopa40|habitats_and_biotopes|get_ecoregion_all_inds|gebco_mean_m|Mean elevation in meters.|NULL|dopa|t|ok|ELEVATION PROFILE|Mean (m)|1
d6dopa40|habitats_and_biotopes|get_ecoregion_all_inds|gebco_min_m|Minimum elevation in meters.|NULL|dopa|t|ok|ELEVATION PROFILE|Min (m)|1
d6dopa40|habitats_and_biotopes|get_ecoregion_all_inds|gebco_stdev_m|Standard Deviation of the elevation in meters.|NULL|dopa|t|ok|ELEVATION PROFILE|St.Dev (m)|NULL
d6dopa40|habitats_and_biotopes|get_ecoregion_all_inds|gfc_gain_km2|Forest gain between first and last epochs expressed in km2.|NULL|dopa|t|ok|CHANGE IN FOREST COVER|Forest Gain (km2)|3
d6dopa40|habitats_and_biotopes|get_ecoregion_all_inds|gfc_gain_perc|Forest gain between first and last epochs expressed in percent.|NULL|dopa|t|ok|CHANGE IN FOREST COVER|Forest Gain (%)|3
d6dopa40|habitats_and_biotopes|get_ecoregion_all_inds|gfc_gain_prot_km2|Forest gain inside protected areas between first and last epochs expressed in km2.|NULL|dopa|t|no|NULL|NULL|3
d6dopa40|habitats_and_biotopes|get_ecoregion_all_inds|gfc_gain_prot_perc|Forest gain inside protected areas between first and last epochs expressed in percent.|NULL|dopa|t|no|NULL|NULL|3
d6dopa40|habitats_and_biotopes|get_ecoregion_all_inds|gfc_loss_km2|Forest loss between first and last epochs expressed in km2.|NULL|dopa|t|ok|CHANGE IN FOREST COVER|Forest Loss (km2)|3
d6dopa40|habitats_and_biotopes|get_ecoregion_all_inds|gfc_loss_perc|Forest loss between first and last epochs expressed in percent.|NULL|dopa|t|ok|CHANGE IN FOREST COVER|Forest Loss (%)|3
d6dopa40|habitats_and_biotopes|get_ecoregion_all_inds|gfc_loss_prot_km2|Forest loss inside protected areas between first and last epochs expressed in km2.|NULL|dopa|t|no|NULL|NULL|3
d6dopa40|habitats_and_biotopes|get_ecoregion_all_inds|gfc_loss_prot_perc|Forest loss inside protected areas between first and last epochs expressed in percent.|NULL|dopa|t|no|NULL|NULL|3
d6dopa40|habitats_and_biotopes|get_ecoregion_all_inds|gfc_treecover_km2|Forest cover in first epoch expressed in km2.|NULL|dopa|t|ok|CHANGE IN FOREST COVER|Treecover (km2)|3
d6dopa40|habitats_and_biotopes|get_ecoregion_all_inds|gfc_treecover_perc|Forest cover in first epoch expressed in percent.|NULL|dopa|t|ok|CHANGE IN FOREST COVER|Treecover (%)|3
d6dopa40|habitats_and_biotopes|get_ecoregion_all_inds|gfc_treecover_prot_km2|Forest cover inside protected areas in first epoch expressed in km2.|NULL|dopa|t|no|NULL|NULL|3
d6dopa40|habitats_and_biotopes|get_ecoregion_all_inds|gfc_treecover_prot_perc|Forest cover inside protected areas in first epoch expressed in percent.|NULL|dopa|t|no|NULL|NULL|3
d6dopa40|habitats_and_biotopes|get_ecoregion_all_inds|gsoc_max_c_mg_prot|Maximum amount of soil organic carbon (0-30 cm depth) in Mg (Megagrams = Tons) in the protected portion of the ecoregion|NULL|dopa|t|no|NULL|NULL|3
d6dopa40|habitats_and_biotopes|get_ecoregion_all_inds|gsoc_max_c_mg_total|Maximum amount of soil organic carbon (0-30 cm depth) in Mg (Megagrams = Tons) in the whole ecoregion|NULL|dopa|t|ok|SOIL ORGANIC CARBON|Max  (Mg)|3
d6dopa40|habitats_and_biotopes|get_ecoregion_all_inds|gsoc_max_c_mg_unprot|Maximum amount of soil organic carbon (0-30 cm depth) in Mg (Megagrams = Tons) in the unprotected portion of the ecoregion|NULL|dopa|t|no|NULL|NULL|3
d6dopa40|habitats_and_biotopes|get_ecoregion_all_inds|gsoc_mean_c_mg_prot|Mean amount of soil organic carbon (0-30 cm depth) in Mg (Megagrams = Tons) in the protected portion of the ecoregion|NULL|dopa|t|no|NULL|NULL|3
d6dopa40|habitats_and_biotopes|get_ecoregion_all_inds|gsoc_mean_c_mg_total|Mean amount of soil organic carbon (0-30 cm depth) in Mg (Megagrams = Tons) in the whole ecoregion|NULL|dopa|t|ok|SOIL ORGANIC CARBON|Average  (Mg)|3
d6dopa40|habitats_and_biotopes|get_ecoregion_all_inds|gsoc_mean_c_mg_unprot|Mean amount of soil organic carbon (0-30 cm depth) in Mg (Megagrams = Tons) in the unprotected portion of the ecoregion|NULL|dopa|t|no|NULL|NULL|3
d6dopa40|habitats_and_biotopes|get_ecoregion_all_inds|gsoc_min_c_mg_prot|Minimum amount of soil organic carbon (0-30 cm depth) in Mg (Megagrams = Tons) in the protected portion of the ecoregion|NULL|dopa|t|no|NULL|NULL|3
d6dopa40|habitats_and_biotopes|get_ecoregion_all_inds|gsoc_min_c_mg_total|Minimum amount of soil organic carbon (0-30 cm depth) in Mg (Megagrams = Tons) in the whole ecoregion|NULL|dopa|t|ok|SOIL ORGANIC CARBON|Min  (Mg)|3
d6dopa40|habitats_and_biotopes|get_ecoregion_all_inds|gsoc_min_c_mg_unprot|Minimum amount of soil organic carbon (0-30 cm depth) in Mg (Megagrams = Tons) in the unprotected portion of the ecoregion|NULL|dopa|t|no|NULL|NULL|3
d6dopa40|habitats_and_biotopes|get_ecoregion_all_inds|gsoc_stdev_c_mg_prot|Standard deviation of the amount of soil organic carbon (0-30 cm depth) in Mg (Megagrams = Tons) in the protected portion of the ecoregion|NULL|dopa|t|no|NULL|NULL|NULL
d6dopa40|habitats_and_biotopes|get_ecoregion_all_inds|gsoc_stdev_c_mg_total|Standard deviation of the amount of soil organic carbon (0-30 cm depth) in Mg (Megagrams = Tons) in the whole ecoregion|NULL|dopa|t|ok|SOIL ORGANIC CARBON|St.Dev  (Mg)|NULL
d6dopa40|habitats_and_biotopes|get_ecoregion_all_inds|gsoc_stdev_c_mg_unprot|Standard deviation of the amount of soil organic carbon (0-30 cm depth) in Mg (Megagrams = Tons) in the unprotected portion of the ecoregion|NULL|dopa|t|no|NULL|NULL|NULL
d6dopa40|habitats_and_biotopes|get_ecoregion_all_inds|gsoc_tot_c_pg_prot|Total amount of soil organic carbon (0-30 cm depth) in Pg (Petagrams =Tons/10^9) in the protected portion of the ecoregion|NULL|dopa|t|no|NULL|NULL|3
d6dopa40|habitats_and_biotopes|get_ecoregion_all_inds|gsoc_tot_c_pg_total|Total amount of soil organic carbon (0-30 cm depth) in Pg (Petagrams =Tons/10^9) in the whole ecoregion|NULL|dopa|t|ok|SOIL ORGANIC CARBON|Total  (Pg)|3
d6dopa40|habitats_and_biotopes|get_ecoregion_all_inds|gsoc_tot_c_pg_unprot|Total amount of soil organic carbon (0-30 cm depth) in Pg (Petagrams =Tons/10^9) in the unprotected portion of the ecoregion|NULL|dopa|t|no|NULL|NULL|3
d6dopa40|habitats_and_biotopes|get_ecoregion_all_inds|is_marine|TRUE if source is MEOW or PPOW, FALSE if source is TEOW or EEOW.|NULL|dopa|t|ok|ECOREGION INFORMATION|Marine|3
d6dopa40|habitats_and_biotopes|get_ecoregion_all_inds|kba_avg_prot_perc|Average protection percentage.|NULL|dopa|t|ok|CONSERVATION|Average KBA protection (%)|3
d6dopa40|habitats_and_biotopes|get_ecoregion_all_inds|kba_n_fully_prot|Number of KBAs fully under coverage of Protected Areas.|NULL|dopa|t|ok|CONSERVATION|Number of KBAs fully protected|3
d6dopa40|habitats_and_biotopes|get_ecoregion_all_inds|kba_n_not_protected|Number of KBAs not cvered by Protected Areas.|NULL|dopa|t|ok|CONSERVATION|Number of KBAs not protected|3
d6dopa40|habitats_and_biotopes|get_ecoregion_all_inds|kba_n_partially_prot|Number of KBAs partially under coverage of Protected Areas.|NULL|dopa|t|ok|CONSERVATION|Number of KBAs partially protected|3
d6dopa40|habitats_and_biotopes|get_ecoregion_all_inds|kba_n_tot|Number of KBAs.|NULL|dopa|t|ok|CONSERVATION|Total KBAs|3
d6dopa40|habitats_and_biotopes|get_ecoregion_all_inds|lpd_increased_km2|Changes between first and last epochs in the health and productive capacity of the land.|NULL|dopa|t|ok|Land Degradation|Increased Productivity (km2)|1
d6dopa40|habitats_and_biotopes|get_ecoregion_all_inds|lpd_moderate_km2|Changes between first and last epochs in the health and productive capacity of the land.|NULL|dopa|t|ok|Land Degradation|Persistent moderate decline in productivity (km2)|1
d6dopa40|habitats_and_biotopes|get_ecoregion_all_inds|lpd_null_km2|Changes between first and last epochs in the health and productive capacity of the land.|NULL|dopa|t|ok|Land Degradation|No biomass (km2)|1
d6dopa40|habitats_and_biotopes|get_ecoregion_all_inds|lpd_prot_increased_km2|Changes between first and last epochs in the health and productive capacity of protected land.|NULL|dopa|t|no|NULL|NULL|1
d6dopa40|habitats_and_biotopes|get_ecoregion_all_inds|lpd_prot_moderate_km2|Changes between first and last epochs in the health and productive capacity of protected land.|NULL|dopa|t|no|NULL|NULL|1
d6dopa40|habitats_and_biotopes|get_ecoregion_all_inds|lpd_prot_null_km2|Changes between first and last epochs in the health and productive capacity of protected land.|NULL|dopa|t|no|NULL|NULL|1
d6dopa40|habitats_and_biotopes|get_ecoregion_all_inds|lpd_prot_severe_km2|Changes between first and last epochs in the health and productive capacity of protected land.|NULL|dopa|t|no|NULL|NULL|1
d6dopa40|habitats_and_biotopes|get_ecoregion_all_inds|lpd_prot_stable_km2|Changes between first and last epochs in the health and productive capacity of protected land.|NULL|dopa|t|no|NULL|NULL|1
d6dopa40|habitats_and_biotopes|get_ecoregion_all_inds|lpd_prot_stressed_km2|Changes between first and last epochs in the health and productive capacity of protected land.|NULL|dopa|t|no|NULL|NULL|1
d6dopa40|habitats_and_biotopes|get_ecoregion_all_inds|lpd_severe_km2|Changes between first and last epochs in the health and productive capacity of the land.|NULL|dopa|t|ok|Land Degradation|Persistent severe decline in productivity (km2)|1
d6dopa40|habitats_and_biotopes|get_ecoregion_all_inds|lpd_stable_km2|Changes between first and last epochs in the health and productive capacity of the land.|NULL|dopa|t|ok|Land Degradation|Stable Productivity (km2)|1
d6dopa40|habitats_and_biotopes|get_ecoregion_all_inds|lpd_stressed_km2|Changes between first and last epochs in the health and productive capacity of the land.|NULL|dopa|t|ok|Land Degradation|Stressed productivity (km2)|1
d6dopa40|habitats_and_biotopes|get_ecoregion_all_inds|lstock_buffalo_dens|Density of buffalo (number of animals/km2) in terrestrial ecoregion|NULL|dopa|t|ok|LIVESTOCK|Buffalos density (n/km2)|NULL
d6dopa40|habitats_and_biotopes|get_ecoregion_all_inds|lstock_cattle_dens|Density of cattle (number of animals/km2) in terrestrial ecoregion|NULL|dopa|t|ok|LIVESTOCK|Cattle density (n/km2)|NULL
d6dopa40|habitats_and_biotopes|get_ecoregion_all_inds|lstock_chicken_dens|Density of chicken (number of animals/km2) in terrestrial ecoregion|NULL|dopa|t|ok|LIVESTOCK|Chicken density (n/km2)|NULL
d6dopa40|habitats_and_biotopes|get_ecoregion_all_inds|lstock_duck_dens|Density of duck (number of animals/km2) in terrestrial ecoregion|NULL|dopa|t|ok|LIVESTOCK|Ducks density (n/km2)|NULL
d6dopa40|habitats_and_biotopes|get_ecoregion_all_inds|lstock_goat_dens|Density of goat (number of animals/km2) in terrestrial ecoregion|NULL|dopa|t|ok|LIVESTOCK|Goats density (n/km2)|NULL
d6dopa40|habitats_and_biotopes|get_ecoregion_all_inds|lstock_horse_dens|Density of horse (number of animals/km2) in terrestrial ecoregion|NULL|dopa|t|ok|LIVESTOCK|Horses density (n/km2)|NULL
d6dopa40|habitats_and_biotopes|get_ecoregion_all_inds|lstock_pig_dens|Density of pig (number of animals/km2) in terrestrial ecoregion|NULL|dopa|t|ok|LIVESTOCK|Pigs density (n/km2)|NULL
d6dopa40|habitats_and_biotopes|get_ecoregion_all_inds|lstock_sheep_dens|Density of sheep (number of animals/km2) in terrestrial ecoregion|NULL|dopa|t|ok|LIVESTOCK|Sheep density (n/km2)|NULL
d6dopa40|habitats_and_biotopes|get_ecoregion_all_inds|mspa_core_1995_km2|Landscape pattern and fragmentation classes computed for the year 1995.|NULL|dopa|t|ok|Land Fragmentation 1995|Core (km2)|1
d6dopa40|habitats_and_biotopes|get_ecoregion_all_inds|mspa_core_2000_km2|Landscape pattern and fragmentation classes computed for the years 2000.|NULL|dopa|t|ok|Land Fragmentation 2000|Core (km2)|1
d6dopa40|habitats_and_biotopes|get_ecoregion_all_inds|mspa_core_2005_km2|Landscape pattern and fragmentation classes computed for the years 2005.|NULL|dopa|t|ok|Land Fragmentation 2005|Core (km2)|1
d6dopa40|habitats_and_biotopes|get_ecoregion_all_inds|mspa_core_2010_km2|Landscape pattern and fragmentation classes computed for the years 2010.|NULL|dopa|t|ok|Land Fragmentation 2010|Core (km2)|1
d6dopa40|habitats_and_biotopes|get_ecoregion_all_inds|mspa_core_2015_km2|Landscape pattern and fragmentation classes computed for the years 2015.|NULL|dopa|t|ok|Land Fragmentation 2015|Core (km2)|1
d6dopa40|habitats_and_biotopes|get_ecoregion_all_inds|mspa_edges_1995_km2|Landscape pattern and fragmentation classes computed for the year 1995.|NULL|dopa|t|ok|Land Fragmentation 1995|Edge (km2)|1
d6dopa40|habitats_and_biotopes|get_ecoregion_all_inds|mspa_edges_2000_km2|Landscape pattern and fragmentation classes computed for the years 2000.|NULL|dopa|t|ok|Land Fragmentation 2000|Edge (km2)|1
d6dopa40|habitats_and_biotopes|get_ecoregion_all_inds|mspa_edges_2005_km2|Landscape pattern and fragmentation classes computed for the years 2005.|NULL|dopa|t|ok|Land Fragmentation 2005|Edge (km2)|1
d6dopa40|habitats_and_biotopes|get_ecoregion_all_inds|mspa_edges_2010_km2|Landscape pattern and fragmentation classes computed for the years 2010.|NULL|dopa|t|ok|Land Fragmentation 2010|Edge (km2)|1
d6dopa40|habitats_and_biotopes|get_ecoregion_all_inds|mspa_edges_2015_km2|Landscape pattern and fragmentation classes computed for the years 2015.|NULL|dopa|t|ok|Land Fragmentation 2015|Edge (km2)|1
d6dopa40|habitats_and_biotopes|get_ecoregion_all_inds|mspa_islets_1995_km2|Landscape pattern and fragmentation classes computed for the year 1995.|NULL|dopa|t|ok|Land Fragmentation 1995|Islet (km2)|1
d6dopa40|habitats_and_biotopes|get_ecoregion_all_inds|mspa_islets_2000_km2|Landscape pattern and fragmentation classes computed for the years 2000.|NULL|dopa|t|ok|Land Fragmentation 2000|Islet (km2)|1
d6dopa40|habitats_and_biotopes|get_ecoregion_all_inds|mspa_islets_2005_km2|Landscape pattern and fragmentation classes computed for the years 2005.|NULL|dopa|t|ok|Land Fragmentation 2005|Islet (km2)|1
d6dopa40|habitats_and_biotopes|get_ecoregion_all_inds|mspa_islets_2010_km2|Landscape pattern and fragmentation classes computed for the years 2010.|NULL|dopa|t|ok|Land Fragmentation 2010|Islet (km2)|1
